1127,33996344,33996351,"GB"
1128,50331648,68259583,"US"
1129,68259584,68259599,"CA"
1130,68259600,68296775,"US"
1131,68296776,68296783,"MX"
1132,68296784,68298887,"US"
1133,68298888,68298895,"CA"
1134,68298896,68305407,"US"
1135,68305408,68305919,"MX"
1136,68305920,68314143,"US"
1137,68314144,68314151,"CA"
1138,68314152,68395663,"US"
1139,68395664,68395671,"CA"
1140,68395672,68438287,"US"
1141,68438288,68438303,"CA"
1142,68438304,68649143,"US"
1143,68649144,68649151,"CA"
1144,68649152,69533951,"US"
1145,69533952,69534207,"CA"
1146,69534208,69915111,"US"
1147,69915112,69915119,"CA"
1148,69915120,69956103,"US"
1149,69956104,69956111,"BM"
1150,69956112,72303007,"US"
1151,72303008,72303039,"CA"
1152,72303040,72348895,"US"
1153,72348896,72348927,"CA"
1154,72348928,83886079,"US"
1155,94585424,94585439,"SE"
1156,100663296,121195295,"US"
1157,121195296,121195327,"IT"
1158,121195328,135201279,"US"
1159,135201280,135201535,"A2"
1160,135201536,135202047,"US"
1161,135202048,135202303,"A2"
1162,135202304,152305663,"US"
1163,152305664,152338431,"GB"
1164,152338432,201745663,"US"
1165,201745664,201745671,"PR"
1166,201745672,201888839,"US"
1167,201888840,201888847,"PR"
1168,201888848,201897983,"US"
1169,201897984,201898239,"PR"
1170,201898240,202035199,"US"
1171,202035200,202035711,"IN"
1172,202035712,202385407,"US"
1173,202385408,202385919,"PR"
1174,202385920,202517983,"US"
1175,202517984,202517991,"PR"
1176,202517992,202706431,"US"
1177,202706432,202706943,"PR"
1178,202706944,202713343,"US"
1179,202713344,202713351,"PR"
1180,202713352,202934671,"US"
1181,202934672,202934687,"VI"
1182,202934688,202946791,"US"
1183,202946792,202946799,"PR"
1184,202946800,203412087,"US"
1185,203412088,203412095,"PR"
1186,203412096,203658271,"US"
1187,203658272,203658287,"PR"
1188,203658288,203658303,"VI"
1189,203658304,203658383,"PR"
1190,203658384,203658399,"US"
1191,203658400,203658431,"PR"
1192,203658432,203658495,"US"
1193,203658496,203658751,"PR"
1194,203658752,203658815,"VI"
1195,203658816,203658911,"PR"
1196,203658912,203658927,"VI"
1197,203658928,203658943,"PR"
1198,203658944,203658991,"US"
1199,203658992,203659007,"PR"
1200,203659008,203659039,"US"
1201,203659040,203659095,"VI"
1202,203659096,203659103,"US"
1203,203659104,203659263,"PR"
1204,203659264,204046335,"US"
1205,204046336,204047103,"PR"
1206,204047104,204047119,"VI"
1207,204047120,204047271,"PR"
1208,204047272,204047279,"US"
1209,204047280,204047295,"VI"
1210,204047296,204047327,"PR"
1211,204047328,204047335,"VI"
1212,204047336,204047359,"US"
1213,204047360,204047375,"PR"
1214,204047376,204047391,"US"
1215,204047392,204047423,"PR"
1216,204047424,204047431,"US"
1217,204047432,204047471,"PR"
1218,204047472,204047479,"US"
1219,204047480,204047519,"PR"
1220,204047520,204047535,"VI"
1221,204047536,204048063,"PR"
1222,204048064,204048127,"VI"
1223,204048128,204048383,"PR"
1224,204048384,204152831,"US"
1225,204152832,204153855,"PR"
1226,204153856,204443703,"US"
1227,204443704,204443711,"PR"
1228,204443712,204443735,"US"
1229,204443736,204443743,"PR"
1230,204443744,205500987,"US"
1231,205500988,205500991,"CA"
1232,205500992,209799199,"US"
1233,209799200,209799207,"GB"
1234,209799208,209845143,"US"
1235,209845144,209845151,"DE"
1236,209845152,209868799,"US"
1237,209868800,209869055,"IR"
1238,209869056,210784255,"US"
1239,210784256,210784383,"BO"
1240,210784384,210784767,"US"
1241,210784768,210786303,"BO"
1242,210786304,210888327,"US"
1243,210888328,210888335,"PR"
1244,210888336,211126783,"US"
1245,211126784,211126911,"PR"
1246,211126912,211685151,"US"
1247,211685152,211685159,"PR"
1248,211685160,211739175,"US"
1249,211739176,211739183,"PR"
1250,211739184,212230175,"US"
1251,212230176,212230207,"NG"
1252,212230208,212230655,"US"
1253,212230656,212231167,"NL"
1254,212231168,212417791,"US"
1255,212417792,212417799,"PR"
1256,212417800,212787199,"US"
1257,212787200,212788479,"PR"
1258,212788480,212788647,"US"
1259,212788648,212788663,"PR"
1260,212788664,212788671,"US"
1261,212788672,212788799,"PR"
1262,212788800,212788815,"US"
1263,212788816,212788823,"PR"
1264,212788824,212788863,"US"
1265,212788864,212789007,"PR"
1266,212789008,212789023,"US"
1267,212789024,212789039,"VI"
1268,212789040,212789063,"PR"
1269,212789064,212789071,"US"
1270,212789072,212789079,"PR"
1271,212789080,212789087,"US"
1272,212789088,212789095,"VI"
1273,212789096,212789111,"US"
1274,212789112,212789127,"PR"
1275,212789128,212789135,"US"
1276,212789136,212789143,"PR"
1277,212789144,212789151,"US"
1278,212789152,212789159,"PR"
1279,212789160,212789167,"US"
1280,212789168,212789191,"PR"
1281,212789192,212789199,"US"
1282,212789200,212789215,"VI"
1283,212789216,212789231,"US"
1284,212789232,212789247,"VI"
1285,212789248,212790271,"PR"
1286,212790272,212791551,"US"
1287,212791552,212791807,"PR"
1288,212791808,212792063,"US"
1289,212792064,212792319,"VI"
1290,212792320,212792831,"PR"
1291,212792832,212793087,"US"
1292,212793088,212793151,"VI"
1293,212793152,212793199,"US"
1294,212793200,212793207,"VI"
1295,212793208,212793215,"PR"
1296,212793216,212794367,"VI"
1297,212794368,212794559,"PR"
1298,212794560,212794599,"US"
1299,212794600,212794783,"PR"
1300,212794784,212794791,"VI"
1301,212794792,212794799,"US"
1302,212794800,212794831,"VI"
1303,212794832,212794879,"US"
1304,212794880,212794911,"PR"
1305,212794912,212794943,"VI"
1306,212794944,212794959,"PR"
1307,212794960,212794975,"VI"
1308,212794976,212794983,"PR"
1309,212794984,212794991,"US"
1310,212794992,212795007,"VI"
1311,212795008,212795135,"PR"
1312,212795136,212954927,"US"
1313,212954928,212954935,"PR"
1314,212954936,212955087,"US"
1315,212955088,212955095,"PR"
1316,212955096,213896799,"US"
1317,213896800,213896831,"VI"
1318,213896832,213923839,"US"
1319,213923840,213924863,"PR"
1320,213924864,213925007,"US"
1321,213925008,213925023,"PR"
1322,213925024,213925055,"VI"
1323,213925056,213925631,"US"
1324,213925632,213925887,"PR"
1325,213925888,214183935,"US"
1326,214183936,214185151,"PR"
1327,214185152,214185183,"VI"
1328,214185184,214185199,"US"
1329,214185200,214185471,"PR"
1330,214185472,214185983,"US"
1331,214185984,214187007,"PR"
1332,214187008,214187775,"VI"
1333,214187776,214187807,"US"
1334,214187808,214187815,"PR"
1335,214187816,214187823,"US"
1336,214187824,214187831,"PR"
1337,214187832,214187887,"US"
1338,214187888,214187895,"PR"
1339,214187896,214188031,"VI"
1340,214188032,214249471,"US"
1341,214249472,214253567,"VI"
1342,214253568,219187466,"US"
1343,219187467,219187467,"GB"
1344,219187468,234881023,"US"
1345,251658240,289011535,"US"
1346,289011536,289011543,"IT"
1347,289011544,323243895,"US"
1348,323243896,323243903,"FR"
1349,323243904,332132119,"US"
1350,332132120,332132127,"IL"
1351,332132128,344260615,"US"
1352,344260616,344260616,"GB"
1353,344260617,344260620,"US"
1354,344260621,344260621,"GB"
1355,344260622,344588788,"US"
1356,344588789,344588789,"GB"
1357,344588790,344651342,"US"
1358,344651343,344651343,"GB"
1359,344651344,344651352,"US"
1360,344651353,344651353,"GB"
1361,344651354,355993887,"US"
1362,355993888,355993895,"IT"
1363,355993896,368674047,"US"
1364,368674048,368674303,"ES"
1365,368674304,385875967,"US"
1366,386665696,386665727,"GB"
1367,386666240,386666367,"GB"
1368,393849728,393849735,"GB"
1369,402653184,404979711,"US"
1370,405012480,405143551,"CA"
1371,405143552,405180415,"US"
1372,405180416,405184511,"CA"
1373,405192704,405200895,"US"
1374,405209088,405295103,"US"
1375,405299200,405331967,"US"
1376,405340160,405364735,"US"
1377,405405696,405442559,"CA"
1378,405442816,405443839,"CA"
1379,405444096,405444607,"CA"
1380,405444864,405470719,"CA"
1381,405470976,405473279,"CA"
1382,405473536,405474303,"CA"
1383,405474560,405474815,"CA"
1384,405475328,405480703,"CA"
1385,405480960,405483263,"CA"
1386,405483520,405485055,"CA"
1387,405485568,405488383,"CA"
1388,405491712,405496831,"CA"
1389,405497088,405497343,"CA"
1390,405497600,405498111,"CA"
1391,405498368,405498623,"CA"
1392,405498880,405504255,"CA"
1393,405504512,405506815,"CA"
1394,405507328,405508095,"CA"
1395,405508224,405508351,"CA"
1396,405508608,405508863,"CA"
1397,405508992,405518847,"CA"
1398,405519104,405526527,"CA"
1399,405526784,405528063,"CA"
1400,405528320,405536767,"CA"
1401,405536768,405803007,"US"
1402,405804032,405821951,"US"
1403,405822208,405822719,"US"
1404,405823488,405844479,"US"
1405,405844992,405850111,"US"
1406,405851136,405862911,"US"
1407,405863424,405900287,"US"
1408,405900544,405900799,"US"
1409,405901312,405903743,"US"
1410,405903872,405904127,"US"
1411,405904896,405921791,"US"
1412,405922048,405923071,"US"
1413,405923328,405929983,"US"
1414,405931264,405931519,"US"
1415,405931776,405934591,"US"
1416,405935104,405935871,"US"
1417,405936640,405938687,"US"
1418,405939200,405955583,"US"
1419,405956096,405958399,"US"
1420,405958656,405960703,"US"
1421,405961216,405966079,"US"
1422,405966848,405969151,"US"
1423,405970944,405991935,"US"
1424,405993728,405994239,"US"
1425,405995264,405998335,"US"
1426,405999616,406011135,"US"
1427,406011904,406015999,"US"
1428,406017536,406024191,"US"
1429,406024704,406024959,"US"
1430,406025216,406044415,"US"
1431,406044672,406045183,"US"
1432,406045696,406045951,"US"
1433,406046080,406048255,"US"
1434,406048768,406049023,"US"
1435,406049792,406068735,"US"
1436,406069248,406076415,"US"
1437,406077056,406077183,"US"
1438,406077440,406077951,"US"
1439,406078464,406080767,"US"
1440,406081536,406084863,"US"
1441,406085632,406087423,"US"
1442,406087680,406088703,"US"
1443,406089216,406095103,"US"
1444,406095360,406102015,"US"
1445,406102528,406127615,"US"
1446,406127872,406128127,"US"
1447,406128640,406130431,"US"
1448,406130688,406142975,"US"
1449,406143744,406146559,"US"
1450,406147072,406150143,"US"
1451,406150400,406151167,"US"
1452,406151680,406192895,"US"
1453,406193152,406193407,"US"
1454,406194176,406194687,"US"
1455,406195200,406195711,"US"
1456,406196224,406204927,"US"
1457,406205440,406213631,"US"
1458,406214144,406214399,"US"
1459,406214656,406216703,"US"
1460,406216960,406220543,"US"
1461,406220800,406309119,"US"
1462,406309888,406317567,"US"
1463,406318080,406388735,"US"
1464,406388736,406454271,"CA"
1465,406454272,406847487,"US"
1466,406847488,407408639,"CA"
1467,407408640,407633919,"US"
1468,407633920,408420351,"CA"
1469,408420352,408494079,"US"
1470,408502272,408518655,"CA"
1471,408518656,408535039,"US"
1472,408535040,408551423,"CA"
1473,408551424,409206783,"US"
1474,409468928,409509887,"US"
1475,409534464,409550847,"US"
1476,409567232,409591807,"US"
1477,409600000,409731071,"US"
1478,409731072,409862143,"CA"
1479,409862144,409993215,"US"
1480,410058752,410124287,"US"
1481,410124288,410189823,"CA"
1482,410189824,410648575,"US"
1483,410648576,410714111,"CA"
1484,410714112,411164671,"US"
1485,411164672,411168767,"CA"
1486,411172864,411303935,"US"
1487,411303936,411369471,"NL"
1488,411566080,411639807,"US"
1489,411639808,411643903,"CA"
1490,411648000,411664383,"CA"
1491,411664384,411680767,"US"
1492,411680768,411688959,"CA"
1493,411697152,411717631,"CA"
1494,411729920,411746303,"CA"
1495,411746304,411762687,"PR"
1496,411762688,411770879,"CA"
